Nationality	Applicant_Type	Service_Center	Category	Application_Filed	USCIS_Received_Date	USCIS_Notice_Date	I-140_Filing	Processing_Type	RFE_Received	RFE_Received_Date	Reason_RFE	RFE_Replied_Date	Application_Status	Approval_Denial_Date
Bangladesh	primary	Nebraska	EB2	6/8/09	6/9/09	6/9/09	concurrent	regular	no	.	.	.	approved	9/30/09
India	primary	Texas	EB3	6/5/09	6/8/09	6/9/09	non-concurrent	regular	no	.	.	.	approved	6/16/09
Bangladesh	primary	Texas	EB2	6/5/09	6/9/09	6/9/09	concurrent	premium	yes	7/9/09	"Requested Educational Document... <a title=""Requested Educational Documents.RFE reply 07/23"" href=""/usa-immigration-trackers/discuss/i140/12251"">more</a>"	7/23/09	approved	7/23/09
Turkey	primary	Texas	EB2	5/27/09	5/29/09	6/9/09	concurrent	regular	.	.	.	.	approved	7/13/09
India	primary	Nebraska	EB1A	6/4/09	6/8/09	6/8/09	concurrent	regular	yes	12/2/09	"(iv) The record contains two l... <a title=""(iv) The record contains two letters attesting to your participation as a peer reviewer. Please submit objective documentation of the criteria for selection as a judge, panelist, reviewer etc. Please submit documentary evidence to establish how your parti"" href=""/usa-immigration-trackers/discuss/i140/12650"">more</a>"	12/21/09	denied	1/19/09
France	primary	Nebraska	EB2	5/29/09	6/3/09	6/8/09	non-concurrent	regular	.	.	.	.	approved	9/3/09
India	primary	Nebraska	EB2	5/14/09	5/15/09	6/8/09	concurrent	regular	no	.	.	.	approved	6/24/09
Nepal	primary	Nebraska	EB2	6/4/09	6/5/09	6/6/09	concurrent	regular	yes	9/21/09	"1st RFE: A2P - They wanted 200... <a title=""1st RFE: A2P - They wanted 2008 company tax return &amp; my 2008 W-2 and we sent them. 2nd RFE: Petitioner and I forgot to sign ETA 9089 on pages 9 and 8."" href=""/usa-immigration-trackers/discuss/i140/13063"">more</a>"	9/29/09	approved	11/18/09
Brazil	primary	Texas	EB1A	5/29/09	6/1/09	6/6/09	concurrent	regular	yes	8/13/09	"USCIS intend to deny and gave ... <a title=""USCIS intend to deny and gave me 30 days to send more evidences..."" href=""/usa-immigration-trackers/discuss/i140/12243"">more</a>"	9/11/09	approved	10/20/09
Bulgaria	primary	Nebraska	EB2	6/1/09	6/4/09	6/5/09	concurrent	regular	.	.	.	.	approved	9/10/09
India	primary	Nebraska	EB2-NIW	6/4/09	6/5/09	6/5/09	non-concurrent	regular	no	.	.	.	approved	11/19/09
Canada	primary	Texas	EB2-NIW	6/2/09	6/5/09	6/5/09	concurrent	regular	no	.	.	.	approved	9/2/09
Indonesia	primary	Nebraska	EB2	6/3/09	6/3/09	6/4/09	concurrent	regular	no	.	.	.	approved	8/28/09
India	primary	Texas	EB2	5/18/09	5/19/09	6/4/09	non-concurrent	regular	.	.	.	.	denied	9/14/09
Brazil	primary	Nebraska	EB2	6/3/09	6/4/09	6/4/09	concurrent	regular	.	.	.	.	approved	8/28/09
Israel	primary	Texas	EB2	6/3/09	6/4/09	6/4/09	concurrent	regular	no	.	.	.	approved	8/8/09
Colombia	primary	Texas	EB3	3/20/09	3/26/09	6/4/09	non-concurrent	regular	.	.	.	.	approved	6/4/09
United Kingdom	primary	Nebraska	EB2	6/1/09	6/3/09	6/3/09	concurrent	regular	no	.	.	.	approved	8/26/09
Vietnam	primary	Texas	EB3	6/1/09	6/3/09	6/3/09	non-concurrent	regular	.	.	.	.	approved	7/14/09
South Korea	primary	Nebraska	EB2	6/3/09	6/3/09	6/3/09	non-concurrent	premium	.	.	.	.	approved	7/2/09
India	primary	Texas	EB2	6/2/09	6/3/09	6/3/09	non-concurrent	regular	.	.	.	.	approved	6/17/09
India	primary	Texas	EB2	6/2/09	6/3/09	6/3/09	non-concurrent	regular	no	.	.	.	approved	6/17/09
India	primary	Texas	EB2	5/21/09	5/22/09	6/3/09	non-concurrent	regular	no	.	.	.	approved	7/6/09
India	primary	Texas	EB2	6/2/09	6/3/09	6/3/09	non-concurrent	regular	no	.	.	.	approved	6/22/09
India	primary	Texas	EB2	5/12/09	5/16/09	6/2/09	non-concurrent	regular	no	.	.	.	approved	6/2/09
India	primary	Nebraska	EB2	5/29/09	6/2/09	6/2/09	concurrent	regular	yes	8/26/09	.	9/8/09	approved	9/29/09
India	primary	Texas	EB2	5/27/09	5/27/09	6/2/09	non-concurrent	regular	no	.	.	.	approved	6/8/09
China	primary	Texas	EB2	5/29/09	6/2/09	6/2/09	non-concurrent	regular	no	.	.	.	approved	6/23/09
India	primary	Nebraska	EB2	6/1/09	6/1/09	6/1/09	non-concurrent	regular	no	.	.	.	approved	9/11/09
Nepal	primary	Nebraska	EB2	5/29/09	6/1/09	6/1/09	non-concurrent	regular	no	.	.	.	approved	8/26/09
New Zealand	primary	Nebraska	EB3	5/29/09	6/1/09	6/1/09	non-concurrent	regular	yes	7/9/09	Company&#039;s ability to pay.	7/23/09	approved	7/29/09
Pakistan	primary	Texas	EB2	5/26/09	6/1/09	6/1/09	concurrent	regular	no	.	.	.	approved	7/29/09
China	primary	Texas	EB2	5/21/09	5/21/09	6/1/09	non-concurrent	regular	.	.	.	.	approved	6/10/09
Peru	primary	Texas	EB2	5/29/09	6/1/09	6/1/09	concurrent	regular	.	.	.	.	approved	7/28/09
Ghana	primary	Texas	EB2	5/29/09	6/1/09	6/1/09	concurrent	regular	.	.	.	.	approved	6/29/09
India	primary	Nebraska	EB2	10/10/08	5/5/09	5/29/09	concurrent	regular	.	.	.	.	approved	8/24/09
Philippines	primary	Texas	EB2	5/16/09	5/18/09	5/29/09	non-concurrent	regular	no	.	.	.	approved	5/29/09
China	primary	Nebraska	EB2	5/29/09	5/29/09	5/29/09	non-concurrent	regular	no	.	.	.	approved	8/26/09
Japan	primary	Nebraska	EB2	5/25/09	5/28/09	5/29/09	concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB2	5/19/09	5/23/09	5/29/09	non-concurrent	regular	no	.	.	.	approved	8/6/09
India	primary	Nebraska	EB2	5/27/09	5/28/09	5/28/09	concurrent	regular	no	.	.	.	approved	9/14/09
Russia	primary	Nebraska	EB2	5/26/09	5/28/09	5/28/09	concurrent	regular	yes	8/20/09	Translation of transcripts.	9/16/09	approved	9/22/09
Turkey	primary	California	EB3	4/29/09	.	5/28/09	non-concurrent	regular	no	.	.	.	approved	6/18/09
India	primary	Texas	EB2	5/22/09	5/28/09	5/28/09	non-concurrent	regular	.	.	.	.	approved	6/20/09
Turkey	primary	Texas	EB2	5/15/09	5/18/09	5/28/09	concurrent	premium	.	.	.	.	approved	7/8/09
India	primary	Nebraska	EB1C	5/26/09	5/27/09	5/27/09	concurrent	regular	no	.	.	.	approved	11/4/09
Switzerland	primary	Texas	EB2-NIW	5/26/09	5/27/09	5/27/09	non-concurrent	regular	no	.	.	.	approved	7/30/09
India	primary	Nebraska	EB3	5/27/09	5/27/09	5/27/09	non-concurrent	regular	no	.	.	.	approved	10/30/09
Taiwan	primary	Nebraska	EB2	5/5/09	5/27/09	5/27/09	concurrent	regular	.	.	.	.	approved	9/24/09
India	primary	Texas	EB1B	5/21/09	5/26/09	5/26/09	concurrent	regular	.	.	.	.	approved	7/27/09
India	primary	Texas	EB3	5/22/09	5/26/09	5/26/09	non-concurrent	regular	no	.	.	.	approved	6/5/09
India	primary	Nebraska	EB3	5/24/09	5/26/09	5/26/09	non-concurrent	regular	yes	10/29/09	"-Ability to pay-Justificatio... <a title=""-Ability to pay-Justification of experience with a letter"" href=""/usa-immigration-trackers/discuss/i140/12237"">more</a>"	12/11/09	approved	12/22/09
India	primary	Texas	EB2	5/26/09	5/26/09	5/26/09	non-concurrent	regular	yes	6/16/09	.	7/6/09	approved	7/10/09
Philippines	primary	Nebraska	EB1C	5/18/09	5/22/09	5/23/09	concurrent	regular	yes	1/20/10	"Just received the text. waitin... <a title=""Just received the text. waiting for the letter itself."" href=""/usa-immigration-trackers/discuss/i140/12999"">more</a>"	.	pending	.
India	primary	Texas	EB2	5/21/09	5/22/09	5/22/09	non-concurrent	regular	no	.	.	.	approved	6/10/09
Serbia	primary	Texas	EB3	5/21/09	5/22/09	5/22/09	non-concurrent	regular	.	.	.	.	approved	6/4/09
Pakistan	primary	Texas	EB2	5/13/09	.	5/22/09	non-concurrent	regular	.	.	.	.	approved	7/9/09
India	primary	Nebraska	EB2	11/4/08	11/5/08	5/21/09	non-concurrent	regular	yes	4/2/09	"proof needed for requesting ca... <a title=""proof needed for requesting carryover of previous labor approval"" href=""/usa-immigration-trackers/discuss/i140/10579"">more</a>"	5/13/09	approved	5/21/09
India	primary	Texas	EB2	5/18/09	5/21/09	5/21/09	non-concurrent	regular	.	.	.	.	approved	6/12/09
India	primary	Texas	EB2	5/21/09	5/21/09	5/21/09	non-concurrent	regular	.	.	.	.	approved	5/29/09
Mexico	primary	Nebraska	EB2	5/19/09	5/20/09	5/21/09	concurrent	regular	.	.	.	.	approved	8/25/09
India	primary	Texas	EB3	5/15/09	5/15/09	5/20/09	non-concurrent	premium	no	.	.	.	approved	1/13/10
India	primary	Nebraska	EB1B	5/16/09	5/18/09	5/20/09	non-concurrent	regular	yes	10/20/09	.	11/18/09	approved	11/24/09
India	primary	Texas	EB1A	5/18/09	5/20/09	5/20/09	non-concurrent	regular	no	.	.	.	approved	7/10/09
Turkey	primary	Texas	EB2	5/19/09	5/20/09	5/20/09	concurrent	regular	no	.	.	.	approved	7/14/09
Cote d&#039;Ivoire	primary	Texas	EB2	5/15/09	5/20/09	5/20/09	concurrent	regular	.	.	.	.	approved	7/8/09
India	primary	Texas	EB2	5/18/09	5/19/09	5/19/09	concurrent	regular	.	.	.	.	approved	5/29/09
India	primary	Texas	EB2	5/18/09	5/19/09	5/19/09	non-concurrent	regular	.	.	.	.	approved	6/2/09
India	primary	Texas	EB2	5/13/09	5/14/09	5/19/09	non-concurrent	regular	no	.	.	.	approved	6/1/09
Romania	primary	Texas	EB3	5/19/09	5/19/09	5/19/09	non-concurrent	regular	.	.	.	.	approved	6/2/09
India	primary	Nebraska	EB1B	5/16/09	5/18/09	5/18/09	non-concurrent	regular	yes	10/20/09	.	11/18/09	approved	11/26/09
India	primary	Texas	EB2	5/15/09	5/18/09	5/18/09	non-concurrent	regular	.	.	.	.	approved	10/13/09
Unknown	primary	Texas	EB2	5/15/09	5/18/09	5/18/09	non-concurrent	regular	no	.	.	.	approved	9/25/09
Egypt	primary	Texas	EB2	5/13/09	5/15/09	5/15/09	concurrent	regular	no	.	.	.	approved	6/29/09
Brazil	primary	Texas	EB2	5/15/09	5/15/09	5/15/09	concurrent	regular	.	.	.	.	approved	10/21/09
Philippines	primary	Texas	EB3	5/8/09	5/8/09	5/15/09	non-concurrent	regular	no	.	.	.	approved	5/15/09
India	primary	Texas	EB2-NIW	5/13/09	5/13/09	5/14/09	non-concurrent	regular	no	.	.	.	approved	6/16/09
India	primary	Texas	EB3	5/8/09	5/11/09	5/14/09	non-concurrent	regular	no	.	.	.	approved	6/1/10
Malaysia	primary	Texas	EB3	5/14/09	5/14/09	5/14/09	non-concurrent	regular	no	.	.	.	approved	5/27/09
China	primary	Nebraska	EB2	2/4/09	2/5/09	5/13/09	non-concurrent	regular	no	.	.	.	approved	5/13/09
Taiwan	primary	Nebraska	EB2-NIW	5/4/09	5/6/09	5/13/09	non-concurrent	regular	no	.	.	.	approved	1/20/10
India	primary	Nebraska	EB1C	5/13/09	5/13/09	5/13/09	concurrent	regular	no	.	.	.	approved	10/30/09
India	primary	Nebraska	EB2	5/12/09	5/13/09	5/13/09	non-concurrent	regular	no	.	.	.	approved	8/14/09
India	primary	Nebraska	EB2	5/12/09	5/13/09	5/13/09	non-concurrent	regular	no	.	.	.	approved	8/14/09
India	primary	Texas	EB3	5/9/09	5/12/09	5/12/09	non-concurrent	regular	.	.	.	.	approved	6/4/09
India	primary	Texas	EB2	5/1/09	5/4/09	5/12/09	non-concurrent	regular	no	.	.	.	approved	5/12/09
India	primary	Texas	EB2	5/12/09	5/12/09	5/12/09	non-concurrent	regular	no	.	.	.	approved	6/15/09
China	primary	Texas	EB2	5/5/09	.	5/12/09	non-concurrent	regular	.	.	.	.	approved	5/12/09
India	primary	Texas	EB3	5/10/09	5/10/09	5/11/09	non-concurrent	regular	no	.	.	.	approved	5/28/09
India	primary	Nebraska	EB1A	5/11/09	5/11/09	5/11/09	concurrent	premium	yes	7/7/09	"Further evidence about citatio... <a title=""Further evidence about citations, salary &amp; previous employments"" href=""/usa-immigration-trackers/discuss/i140/12756"">more</a>"	8/14/09	approved	8/19/09
Argentina	primary	Nebraska	EB2-NIW	5/10/09	5/11/09	5/11/09	concurrent	regular	no	.	.	.	approved	11/4/09
India	primary	Texas	EB1B	5/11/09	5/11/09	5/11/09	non-concurrent	premium	no	.	.	.	approved	7/10/09
South Korea	primary	Nebraska	EB2	5/8/09	5/11/09	5/11/09	concurrent	premium	yes	7/15/09	transcript missing	8/12/09	approved	8/12/09
India	primary	Texas	EB2	4/28/09	4/29/09	5/11/09	non-concurrent	regular	.	.	.	.	approved	5/26/09
China	primary	Vermont	EB2	4/15/09	5/1/09	5/10/09	non-concurrent	regular	.	.	.	.	approved	5/10/09
Bangladesh	primary	Texas	EB2-NIW	5/5/09	5/7/09	5/8/09	concurrent	regular	no	.	.	.	approved	7/13/09
India	primary	Texas	EB2	5/7/09	5/8/09	5/8/09	non-concurrent	regular	.	.	.	.	approved	6/1/09
Algeria	primary	Texas	EB2	5/5/09	.	5/8/09	concurrent	regular	no	.	.	.	approved	6/22/09
Canada	primary	Nebraska	EB1B	5/7/09	5/7/09	5/7/09	non-concurrent	regular	no	.	.	.	approved	10/20/09
Nigeria	primary	Nebraska	EB2	5/5/09	5/7/09	5/7/09	concurrent	premium	yes	7/31/09	"A2P and Confirmation of traini... <a title=""A2P and Confirmation of training dates"" href=""/usa-immigration-trackers/discuss/i140/12381"">more</a>"	8/7/09	approved	8/11/09
India	primary	Texas	EB3	5/5/09	5/7/09	5/7/09	non-concurrent	regular	.	.	.	.	approved	6/16/09
South Korea	primary	Nebraska	EB3	5/4/09	5/6/09	5/6/09	non-concurrent	regular	.	.	.	.	approved	7/2/09
India	primary	Texas	EB2	5/4/09	5/5/09	5/6/09	non-concurrent	regular	yes	5/19/09	"The Service is asking for evid... <a title=""The Service is asking for evidence of ability to pay the wage from 2008 to the present"" href=""/usa-immigration-trackers/discuss/i140/12027"">more</a>"	6/3/09	approved	6/4/09
China	primary	Texas	EB1B	5/5/09	5/5/09	5/5/09	non-concurrent	regular	no	.	.	.	approved	6/30/09
India	primary	Nebraska	EB2	5/1/09	5/4/09	5/5/09	non-concurrent	regular	.	.	.	.	approved	7/21/09
India	primary	Nebraska	EB2	5/5/09	5/5/09	5/5/09	non-concurrent	regular	.	.	.	.	approved	7/23/09
Bangladesh	primary	Texas	EB3	4/27/09	4/29/09	5/5/09	non-concurrent	regular	no	.	.	.	approved	6/10/09
India	primary	Texas	EB2	4/21/09	4/22/09	5/4/09	non-concurrent	regular	no	.	.	.	approved	5/20/09
India	primary	Nebraska	EB1C	5/1/09	5/4/09	5/4/09	concurrent	regular	no	.	.	.	approved	10/20/09
India	primary	Texas	EB2	5/4/09	4/22/09	5/4/09	non-concurrent	premium	no	.	.	.	approved	7/7/09
Bangladesh	primary	Nebraska	EB2	5/4/09	5/4/09	5/4/09	concurrent	premium	no	.	.	.	approved	7/8/09
India	primary	Texas	EB2	5/1/09	5/4/09	5/4/09	non-concurrent	regular	.	.	.	.	approved	5/18/09
Albania	primary	Texas	EB3	4/23/09	4/25/09	5/4/09	non-concurrent	regular	.	.	.	.	approved	5/4/09
India	primary	Texas	EB2	4/29/09	5/1/09	5/1/09	non-concurrent	regular	yes	5/14/09	"Evaluation of the aliens crede... <a title=""Evaluation of the aliens credentials must be obtained before a decision can be made.My Educations is Engineering in Electronics and Communications (4 Years) with 5 years work exp in EB2 Category"" href=""/usa-immigration-trackers/discuss/i140/12089"">more</a>"	6/12/09	approved	6/16/09
Nepal	primary	Texas	EB1A	4/29/09	5/1/09	5/1/09	concurrent	regular	yes	8/6/09	"Detailed further evidence need... <a title=""Detailed further evidence needed"" href=""/usa-immigration-trackers/discuss/i140/12082"">more</a>"	.	denied	11/3/09
Venezuela	primary	Texas	EB2	4/28/09	4/30/09	4/30/09	concurrent	regular	no	.	.	.	approved	6/14/09
India	primary	Nebraska	EB2-NIW	3/27/09	3/28/09	4/30/09	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB3	4/28/09	4/30/09	4/30/09	non-concurrent	regular	no	.	.	.	approved	5/22/09
India	primary	Texas	EB3	4/28/09	4/30/09	4/30/09	non-concurrent	regular	no	.	.	.	approved	5/11/09
Nepal	primary	Texas	EB2	4/30/09	4/30/09	4/30/09	concurrent	regular	no	.	.	.	approved	6/12/09
Turkey	primary	Texas	EB2	4/29/09	4/30/09	4/30/09	concurrent	regular	yes	6/23/09	"one more RFE received at my co... <a title=""one more RFE received at my company today.  it asks evidence that I received my master&#039;s degree before PD...."" href=""/usa-immigration-trackers/discuss/i140/11998"">more</a>"	.	approved	9/8/09
Venezuela	primary	Texas	EB2	4/29/09	4/30/09	4/30/09	concurrent	regular	no	.	.	.	approved	6/15/09
India	primary	Texas	EB2	4/4/09	4/6/09	4/30/09	non-concurrent	regular	.	.	.	.	approved	5/5/09
Nepal	primary	Nebraska	EB2	4/28/09	4/29/09	4/29/09	concurrent	premium	.	.	.	.	approved	7/14/09
Nepal	primary	Nebraska	EB2	4/27/09	4/28/09	4/29/09	concurrent	regular	no	.	.	.	approved	7/22/09
Philippines	primary	Texas	EB1C	4/15/09	4/28/09	4/28/09	concurrent	regular	no	.	.	.	approved	7/28/09
China	primary	Texas	EB1B	4/24/09	4/27/09	4/28/09	concurrent	regular	.	.	.	.	approved	6/25/09
Iran	primary	Texas	EB2	4/25/09	4/28/09	4/28/09	concurrent	regular	no	.	.	.	approved	7/24/09
Pakistan	primary	Texas	EB2	4/28/09	4/28/09	4/28/09	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	4/15/09	4/20/09	4/28/09	non-concurrent	regular	.	.	.	.	approved	4/28/09
South Korea	primary	Texas	EB2	4/27/09	4/28/09	4/28/09	non-concurrent	regular	.	.	.	.	approved	5/8/09
Germany	primary	Texas	EB1C	4/21/09	4/22/09	4/28/09	concurrent	regular	no	.	.	.	approved	6/11/09
China	primary	Nebraska	EB2	4/22/09	4/23/09	4/27/09	non-concurrent	regular	no	.	.	.	approved	7/13/09
India	primary	Nebraska	EB3	4/20/09	4/21/09	4/27/09	non-concurrent	regular	no	.	.	.	approved	6/15/09
Pakistan	primary	Texas	EB2	4/24/09	4/27/09	4/27/09	concurrent	regular	no	.	.	.	approved	6/21/09
Bulgaria	primary	Texas	EB2	4/24/09	4/27/09	4/27/09	concurrent	regular	no	.	.	.	approved	6/12/09
Bulgaria	primary	Texas	EB2	4/23/09	4/24/09	4/24/09	non-concurrent	regular	yes	5/11/09	"Ability to pay, W2 for 2008"	6/9/09	approved	6/12/09
India	primary	Texas	EB1C	4/24/09	4/24/09	4/24/09	concurrent	regular	no	.	.	.	approved	6/9/09
India	primary	Texas	EB2	4/23/09	4/24/09	4/24/09	non-concurrent	regular	no	.	.	.	approved	5/8/09
India	primary	Nebraska	EB3	8/18/08	8/18/08	4/23/09	non-concurrent	regular	.	.	.	.	approved	4/23/09
China	primary	Texas	EB2	4/22/09	4/23/09	4/23/09	non-concurrent	regular	no	.	.	.	approved	5/5/09
India	primary	Nebraska	EB2	4/22/09	4/23/09	4/23/09	non-concurrent	regular	no	.	.	.	approved	7/13/09
Taiwan	primary	Texas	EB2	4/17/09	4/23/09	4/23/09	concurrent	regular	.	.	.	.	approved	6/19/09
Canada	primary	Texas	EB3	3/25/09	3/27/09	4/23/09	non-concurrent	regular	.	.	.	.	approved	4/23/09
India	primary	Texas	EB1C	4/22/09	4/22/09	4/22/09	concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	4/22/09	4/22/09	4/22/09	non-concurrent	regular	yes	5/6/09	"No idea. Just saw the status o... <a title=""No idea. Just saw the status online"" href=""/usa-immigration-trackers/discuss/i140/12000"">more</a>"	.	approved	6/16/09
India	primary	Texas	EB2	4/20/09	4/22/09	4/22/09	non-concurrent	regular	no	.	.	.	approved	5/5/09
Philippines	primary	Nebraska	EB2	4/21/09	4/21/09	4/21/09	concurrent	regular	no	.	.	.	approved	7/20/09
France	primary	Texas	EB2	4/17/09	4/21/09	4/21/09	concurrent	regular	yes	9/24/09	"Evidence of 6 months professio... <a title=""Evidence of 6 months professional experience and masters degree. "" href=""/usa-immigration-trackers/discuss/i140/12182"">more</a>"	10/20/09	approved	10/28/09
India	primary	Nebraska	EB1C	4/17/09	4/20/09	4/21/09	concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB3	4/17/09	4/21/09	4/21/09	non-concurrent	regular	no	.	.	.	approved	5/8/09
India	primary	Texas	EB1B	4/16/09	4/20/09	4/20/09	concurrent	regular	.	.	.	.	approved	8/31/09
India	primary	Nebraska	EB2	4/13/09	4/14/09	4/20/09	non-concurrent	regular	.	.	.	.	approved	7/16/09
India	primary	Texas	EB2	4/9/09	4/10/09	4/20/09	non-concurrent	regular	no	.	.	.	approved	5/4/09
India	primary	Nebraska	EB3	4/17/09	4/17/09	4/17/09	non-concurrent	premium	no	.	.	.	approved	5/20/09
Malaysia	primary	Nebraska	EB2-NIW	4/14/09	4/17/09	4/17/09	non-concurrent	regular	.	.	.	.	approved	7/9/10
India	primary	Nebraska	EB3	7/10/08	7/25/08	4/16/09	non-concurrent	regular	no	.	.	.	approved	4/16/09
China	primary	Texas	EB2	4/14/09	4/16/09	4/16/09	non-concurrent	regular	.	.	.	.	approved	4/28/09
India	primary	Nebraska	EB3	4/13/09	4/14/09	4/15/09	non-concurrent	premium	.	.	.	.	approved	5/27/09
France	primary	Nebraska	EB2	4/9/09	4/15/09	4/15/09	concurrent	premium	no	.	.	.	approved	7/9/09
India	primary	Texas	EB3	4/9/09	4/13/09	4/13/09	non-concurrent	regular	no	.	.	.	approved	4/29/09
Macedonia	primary	Texas	EB2	3/30/09	4/3/09	4/12/09	concurrent	regular	no	.	.	.	approved	6/19/09
Singapore	primary	Texas	EB2	4/9/09	4/10/09	4/10/09	concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB2	4/10/09	4/10/09	4/10/09	non-concurrent	regular	yes	7/15/09	"asking from letters from emplo... <a title=""asking from letters from employer, notarized letter from coleage will not do..."" href=""/usa-immigration-trackers/discuss/i140/12047"">more</a>"	8/14/09	approved	8/20/09
Philippines	primary	Nebraska	EB3	4/8/09	4/10/09	4/10/09	non-concurrent	regular	.	.	.	.	approved	6/22/09
India	primary	Nebraska	EB2	4/9/09	4/10/09	4/10/09	non-concurrent	regular	.	.	.	.	approved	7/14/09
Nepal	primary	Texas	EB2	4/8/09	4/9/09	4/9/09	concurrent	regular	no	.	.	.	approved	5/9/09
India	primary	Texas	EB2	4/9/09	4/9/09	4/9/09	non-concurrent	regular	yes	4/30/09	"RFE was for the transcripts of... <a title=""RFE was for the transcripts of my education. The department wanted copies of my Masters and Bachelors certificate. RFE Reply was submitted on 05/22/2009. "" href=""/usa-immigration-trackers/discuss/i140/11980"">more</a>"	.	approved	5/27/09
Poland	primary	Texas	EB2	4/4/09	4/6/09	4/8/09	concurrent	regular	no	.	.	.	approved	12/28/09
Romania	primary	Texas	EB2	4/6/09	4/7/09	4/8/09	concurrent	regular	no	.	.	.	approved	5/20/09
India	primary	Texas	EB3	4/7/09	4/8/09	4/8/09	non-concurrent	regular	.	.	.	.	approved	4/16/09
Pakistan	primary	Nebraska	EB2	4/6/09	4/7/09	4/8/09	concurrent	regular	yes	9/30/09	.	.	approved	11/30/09
South Korea	primary	Nebraska	EB2	4/7/09	4/7/09	4/8/09	concurrent	regular	no	.	.	.	approved	7/7/09
India	primary	Nebraska	EB2	4/3/09	4/7/09	4/7/09	non-concurrent	regular	.	.	.	.	approved	8/4/09
Philippines	primary	Texas	EB2	4/6/09	4/7/09	4/7/09	concurrent	regular	.	.	.	.	approved	5/26/09
India	primary	Texas	EB2	3/15/09	3/31/09	4/7/09	non-concurrent	regular	no	.	.	.	approved	4/7/09
Serbia	primary	Texas	EB2	4/3/09	4/7/09	4/7/09	concurrent	regular	no	.	.	.	approved	6/10/09
China	primary	Nebraska	EB2	3/31/09	4/1/09	4/6/09	non-concurrent	regular	no	.	.	.	approved	6/29/09
Maldives	primary	Nebraska	EB2	4/3/09	4/6/09	4/6/09	concurrent	regular	no	.	.	.	approved	7/6/09
India	primary	Nebraska	EB3	4/1/09	4/3/09	4/6/09	non-concurrent	regular	no	.	.	.	approved	6/23/09
Morocco	primary	Texas	EB2	4/3/09	4/6/09	4/6/09	non-concurrent	regular	.	.	.	.	approved	4/20/09
India	primary	Nebraska	EB3	4/1/09	4/5/09	4/5/09	non-concurrent	regular	.	.	.	.	approved	4/24/09
India	primary	Nebraska	EB3	4/15/07	4/19/07	4/3/09	non-concurrent	regular	no	.	.	.	approved	4/3/09
Bangladesh	primary	Nebraska	EB3	5/14/08	5/14/08	4/3/09	non-concurrent	regular	no	.	.	.	approved	4/3/09
India	primary	Texas	EB3	8/9/07	8/10/07	4/3/09	concurrent	regular	no	.	.	.	approved	4/3/09
Brazil	primary	Nebraska	EB3	3/3/08	3/10/08	4/3/09	non-concurrent	regular	yes	4/23/09	"request for evidence of salary... <a title=""request for evidence of salary level"" href=""/usa-immigration-trackers/discuss/i140/22165"">more</a>"	3/30/09	approved	4/3/09
Thailand	primary	Texas	EB3	4/2/09	4/3/09	4/3/09	non-concurrent	regular	no	.	.	.	approved	4/24/09
India	primary	Texas	EB1B	4/1/09	4/2/09	4/2/09	concurrent	regular	yes	12/9/09	3 yrs research experience.	12/18/09	approved	1/14/10
India	primary	Texas	EB3	3/20/09	3/24/09	4/2/09	non-concurrent	regular	no	.	.	.	approved	4/10/09
India	primary	California	EB3	11/7/07	11/7/07	4/1/09	non-concurrent	regular	no	.	.	.	approved	4/1/09
Afghanistan	primary	Texas	EB3	3/28/09	3/30/09	3/31/09	non-concurrent	regular	no	.	.	.	approved	4/7/09
China	primary	Texas	EB1A	9/19/08	.	3/31/09	non-concurrent	regular	no	.	.	.	approved	3/31/09
Pakistan	primary	Nebraska	EB2	3/26/09	3/30/09	3/30/09	concurrent	regular	no	.	.	.	approved	7/8/09
China	primary	Texas	EB1B	3/26/09	3/30/09	3/30/09	concurrent	regular	.	.	.	.	approved	5/19/09
Hong Kong	primary	Nebraska	EB2	10/30/08	10/31/08	3/27/09	concurrent	regular	no	.	.	.	approved	3/27/09
India	primary	Nebraska	EB1B	3/27/09	3/27/09	3/27/09	non-concurrent	premium	.	.	.	.	pending	.
Zimbabwe	primary	Nebraska	EB3	2/22/08	2/22/08	3/26/09	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	3/5/09	3/12/09	3/26/09	non-concurrent	regular	no	.	.	.	approved	4/3/09
China	primary	Nebraska	EB2	3/22/09	3/26/09	3/26/09	non-concurrent	regular	.	.	.	.	approved	6/24/09
India	primary	Texas	EB2	3/20/09	3/23/09	3/26/09	non-concurrent	regular	no	.	.	.	approved	4/7/09
India	primary	Texas	EB2	12/27/08	1/5/09	3/25/09	concurrent	premium	no	.	.	.	approved	3/25/09
India	primary	Nebraska	EB1B	3/25/09	3/26/09	3/25/09	non-concurrent	regular	yes	10/16/09	"1. Employer&#039;s ability to ... <a title=""1. Employer&#039;s ability to Pay.2. Additional evidence for criteria C, E &amp; F. D was completely ignored."" href=""/usa-immigration-trackers/discuss/i140/12596"">more</a>"	11/17/09	approved	11/25/09
